[2026-01-24 16:17:59,598] [INFO] [SERVER INIT] EXPERIMENT_DIR=Revision2/Run_UNET_IID_SKHC32S60_20260124, LOG=Revision2/Run_UNET_IID_SKHC32S60_20260124/Server/ServerReport20260124.log
[2026-01-24 16:17:59,600] [INFO] [ENV] SERVER_ADDRESS=127.0.0.1, SERVER_PORT=8089, DATA_PATH=/home/jovyan/FeTS2022/MICCAI_FeTS2022_TrainingData, ENCODING_MODE=SKH, N_CLUSTERS=32
[2026-01-24 16:17:59,712] [INFO] [DATA] Server test set loaded with 67 samples.
[2026-01-24 17:10:42,627] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 17:10:42,869] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 17:10:42,988] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 17:10:52,160] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 17:10:52,366] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:10:52,387] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:10:52,765] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:10:52,783] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:10:52,783] [INFO] [Server] Evaluating at round 4
[2026-01-24 17:10:52,783] [INFO] [SERVER][Round 4] Starting evaluation (mode=SKH)...
[2026-01-24 17:11:10,298] [INFO] [Round 4] WT Dice: 0.5035 | Time: 17.51s
[2026-01-24 17:11:10,378] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SKHC32S60_20260124/Server/best_model.pth
[2026-01-24 17:11:10,443] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SKHC32S60_20260124/Server/best_model_round4.pth
[2026-01-24 17:11:10,443] [INFO] [BEST MODEL] New best at round 4: WT=0.5035
[2026-01-24 17:23:52,800] [INFO] [SERVER DEBUG] aggregate_fit called at round 5
[2026-01-24 17:23:52,801] [INFO] [DEBUG] aggregate_fit received 4 results at round 5
[2026-01-24 17:23:52,801] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 17:23:52,930] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 17:23:53,068] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 17:23:53,203] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 17:23:53,335] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 17:24:03,089] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 17:24:03,282] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:24:03,310] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:24:03,733] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:24:03,746] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:24:03,746] [INFO] [Server] Evaluating at round 5
[2026-01-24 17:24:03,746] [INFO] [SERVER][Round 5] Starting evaluation (mode=SKH)...
[2026-01-24 17:24:21,494] [INFO] [Round 5] WT Dice: 0.4186 | Time: 17.75s
[2026-01-24 17:36:42,044] [INFO] [SERVER DEBUG] aggregate_fit called at round 6
[2026-01-24 17:36:42,045] [INFO] [DEBUG] aggregate_fit received 4 results at round 6
[2026-01-24 17:36:42,045] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 17:36:42,120] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 17:36:42,162] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 17:36:42,252] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 17:36:42,362] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 17:36:51,016] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 17:36:51,210] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:36:51,224] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:36:51,582] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:36:51,592] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:36:51,593] [INFO] [Server] Evaluating at round 6
[2026-01-24 17:36:51,593] [INFO] [SERVER][Round 6] Starting evaluation (mode=SKH)...
[2026-01-24 17:37:09,232] [INFO] [Round 6] WT Dice: 0.8686 | Time: 17.64s
[2026-01-24 17:37:09,325] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SKHC32S60_20260124/Server/best_model.pth
[2026-01-24 17:37:09,405] [INFO] [BEST MODEL] Saved: Revision2/Run_UNET_IID_SKHC32S60_20260124/Server/best_model_round6.pth
[2026-01-24 17:37:09,405] [INFO] [BEST MODEL] New best at round 6: WT=0.8686
[2026-01-24 17:50:49,138] [INFO] [SERVER DEBUG] aggregate_fit called at round 7
[2026-01-24 17:50:49,139] [INFO] [DEBUG] aggregate_fit received 4 results at round 7
[2026-01-24 17:50:49,139] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 17:50:49,268] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 17:50:49,373] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 17:50:49,469] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 17:50:49,579] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 17:50:58,094] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 17:50:58,270] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:50:58,284] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:50:58,648] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 17:50:58,658] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 17:50:58,658] [INFO] [Server] Evaluating at round 7
[2026-01-24 17:50:58,658] [INFO] [SERVER][Round 7] Starting evaluation (mode=SKH)...
[2026-01-24 17:51:16,408] [INFO] [Round 7] WT Dice: 0.4824 | Time: 17.75s
[2026-01-24 18:05:42,154] [INFO] [SERVER DEBUG] aggregate_fit called at round 8
[2026-01-24 18:05:42,154] [INFO] [DEBUG] aggregate_fit received 4 results at round 8
[2026-01-24 18:05:42,154] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 18:05:42,329] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 18:05:42,416] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 18:05:42,509] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 18:05:42,614] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 18:05:51,037] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 18:05:51,219] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:05:51,231] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:05:51,566] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:05:51,577] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:05:51,577] [INFO] [Server] Evaluating at round 8
[2026-01-24 18:05:51,577] [INFO] [SERVER][Round 8] Starting evaluation (mode=SKH)...
[2026-01-24 18:06:08,948] [INFO] [Round 8] WT Dice: 0.6885 | Time: 17.37s
[2026-01-24 18:20:05,820] [INFO] [SERVER DEBUG] aggregate_fit called at round 9
[2026-01-24 18:20:05,820] [INFO] [DEBUG] aggregate_fit received 4 results at round 9
[2026-01-24 18:20:05,821] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 18:20:05,942] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 18:20:06,028] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 18:20:06,120] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 18:20:06,219] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 18:20:14,801] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 18:20:14,982] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:20:14,993] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:20:15,293] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:20:15,303] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:20:15,304] [INFO] [Server] Evaluating at round 9
[2026-01-24 18:20:15,304] [INFO] [SERVER][Round 9] Starting evaluation (mode=SKH)...
[2026-01-24 18:20:32,545] [INFO] [Round 9] WT Dice: 0.7928 | Time: 17.24s
[2026-01-24 18:32:58,534] [INFO] [SERVER DEBUG] aggregate_fit called at round 10
[2026-01-24 18:32:58,535] [INFO] [DEBUG] aggregate_fit received 4 results at round 10
[2026-01-24 18:32:58,535] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 18:32:58,615] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 18:32:58,661] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 18:32:58,722] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 18:32:58,845] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 18:33:07,346] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 18:33:07,523] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:33:07,536] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:33:07,876] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:33:07,886] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:33:07,887] [INFO] [Server] Evaluating at round 10
[2026-01-24 18:33:07,887] [INFO] [SERVER][Round 10] Starting evaluation (mode=SKH)...
[2026-01-24 18:33:25,093] [INFO] [Round 10] WT Dice: 0.4244 | Time: 17.21s
[2026-01-24 18:46:33,668] [INFO] [SERVER DEBUG] aggregate_fit called at round 11
[2026-01-24 18:46:33,669] [INFO] [DEBUG] aggregate_fit received 4 results at round 11
[2026-01-24 18:46:33,669] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 18:46:33,776] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 18:46:33,867] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 18:46:33,963] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 18:46:34,071] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 18:46:42,313] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 18:46:42,500] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:46:42,511] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:46:42,806] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 18:46:42,817] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 18:46:42,818] [INFO] [Server] Evaluating at round 11
[2026-01-24 18:46:42,818] [INFO] [SERVER][Round 11] Starting evaluation (mode=SKH)...
[2026-01-24 18:47:00,082] [INFO] [Round 11] WT Dice: 0.5397 | Time: 17.26s
[2026-01-24 19:00:14,777] [INFO] [SERVER DEBUG] aggregate_fit called at round 12
[2026-01-24 19:00:14,777] [INFO] [DEBUG] aggregate_fit received 4 results at round 12
[2026-01-24 19:00:14,777] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 19:00:14,856] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 19:00:14,901] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 19:00:14,994] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 19:00:15,096] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 19:00:24,211] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 19:00:24,384] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:00:24,396] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:00:24,699] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:00:24,710] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:00:24,710] [INFO] [Server] Evaluating at round 12
[2026-01-24 19:00:24,710] [INFO] [SERVER][Round 12] Starting evaluation (mode=SKH)...
[2026-01-24 19:00:41,947] [INFO] [Round 12] WT Dice: 0.7813 | Time: 17.24s
[2026-01-24 19:13:19,113] [INFO] [SERVER DEBUG] aggregate_fit called at round 13
[2026-01-24 19:13:19,114] [INFO] [DEBUG] aggregate_fit received 4 results at round 13
[2026-01-24 19:13:19,114] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 19:13:19,178] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 19:13:19,221] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 19:13:19,313] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 19:13:19,428] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 19:13:28,921] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 19:13:29,118] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:13:29,130] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:13:29,469] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:13:29,480] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:13:29,481] [INFO] [Server] Evaluating at round 13
[2026-01-24 19:13:29,481] [INFO] [SERVER][Round 13] Starting evaluation (mode=SKH)...
[2026-01-24 19:13:46,956] [INFO] [Round 13] WT Dice: 0.6805 | Time: 17.48s
[2026-01-24 19:25:40,018] [INFO] [SERVER DEBUG] aggregate_fit called at round 14
[2026-01-24 19:25:40,018] [INFO] [DEBUG] aggregate_fit received 4 results at round 14
[2026-01-24 19:25:40,018] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 19:25:40,174] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 19:25:40,303] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 19:25:40,433] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 19:25:40,575] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 19:25:48,802] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 19:25:48,988] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:25:48,999] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:25:49,319] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:25:49,329] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:25:49,329] [INFO] [Server] Evaluating at round 14
[2026-01-24 19:25:49,329] [INFO] [SERVER][Round 14] Starting evaluation (mode=SKH)...
[2026-01-24 19:26:06,857] [INFO] [Round 14] WT Dice: 0.5120 | Time: 17.53s
[2026-01-24 19:38:52,045] [INFO] [SERVER DEBUG] aggregate_fit called at round 15
[2026-01-24 19:38:52,045] [INFO] [DEBUG] aggregate_fit received 4 results at round 15
[2026-01-24 19:38:52,045] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 19:38:52,110] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 19:38:52,155] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 19:38:52,217] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 19:38:52,338] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 19:39:00,783] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 19:39:00,968] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:39:00,979] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:39:01,324] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:39:01,334] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:39:01,334] [INFO] [Server] Evaluating at round 15
[2026-01-24 19:39:01,334] [INFO] [SERVER][Round 15] Starting evaluation (mode=SKH)...
[2026-01-24 19:39:18,614] [INFO] [Round 15] WT Dice: 0.5940 | Time: 17.28s
[2026-01-24 19:51:46,837] [INFO] [SERVER DEBUG] aggregate_fit called at round 16
[2026-01-24 19:51:46,837] [INFO] [DEBUG] aggregate_fit received 4 results at round 16
[2026-01-24 19:51:46,837] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 19:51:46,950] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 19:51:47,039] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 19:51:47,128] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 19:51:47,230] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 19:51:55,922] [INFO] [ENCODE] Finished encode_weights.
[2026-01-24 19:51:56,121] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:51:56,135] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:51:56,467] [INFO] [DEBUG][SERVER] Model expects 148 layers
[2026-01-24 19:51:56,477] [INFO] [DEBUG] Loaded 148 of 148 layers
[2026-01-24 19:51:56,478] [INFO] [Server] Evaluating at round 16
[2026-01-24 19:51:56,478] [INFO] [SERVER][Round 16] Starting evaluation (mode=SKH)...
[2026-01-24 19:52:13,921] [INFO] [Round 16] WT Dice: 0.5920 | Time: 17.44s
[2026-01-24 20:05:01,264] [INFO] [SERVER DEBUG] aggregate_fit called at round 17
[2026-01-24 20:05:01,265] [INFO] [DEBUG] aggregate_fit received 4 results at round 17
[2026-01-24 20:05:01,265] [INFO] [DEBUG] Decoding client response from 9d02ecb9d4b240519ed12a855820ed45...
[2026-01-24 20:05:01,420] [INFO] [DEBUG] Decoding client response from 3a2e0c53790e4278a3ae5021241f73fb...
[2026-01-24 20:05:01,559] [INFO] [DEBUG] Decoding client response from fcfee1b9f6c747488ec8cb7d69da3604...
[2026-01-24 20:05:01,707] [INFO] [DEBUG] Decoding client response from e5135f8825be4f91aaed769de6c5c6ef...
[2026-01-24 20:05:01,898] [INFO] [ENCODE] Starting encode_weights in aggregate_fit...
[2026-01-24 20:05:10,403] [INFO] [ENCODE] Finished encode_weights.
